duration,pktcount,bytecount,src2dstpkts,dst2srcpkts,meanpktsize,tcpsyn,tcprst,process_memory,registry_mods,file_ops,dns_queries,arp_packets,cpu_spike,disk_spike,network_spike,label
213.4624316298921,151,2308113,551,268,112.79206783631476,7,17,25.21632995776497,3,7,1,0,10.465949370090083,12.580329321550437,12.388237271547727,benign
107.72103616479563,1430,4572300,909,265,252.1440708277341,18,0,65.52844202778604,1,49,7,2,11.946783541791046,8.229706431613831,78.71447161058715,benign
84.5304663647637,878,812315,785,907,204.780075115537,17,1,63.78390720162907,4,12,7,0,18.801015781830674,17.441069963794924,65.66677771278214,benign
266.80965607458654,1282,1614033,1492,111,70.620972645048,15,9,79.11329123964546,1,11,7,2,16.335257559210888,17.511656399611255,24.638868744047635,benign
145.26496805460516,1472,2240572,1487,999,357.59644949150027,5,19,58.09869729182361,4,20,3,3,14.486386043941195,19.84285025954893,67.59997838686836,benign
193.6679385059151,1502,2721280,164,274,419.81116730306377,21,12,36.064452558542165,1,41,6,1,21.385966632372,10.934478515909964,92.30928307664891,benign
170.1244446209757,642,1172304,555,802,302.6156603734179,17,18,45.70602963767478,4,30,6,1,29.933144449729024,7.074976173362838,54.41642514006679,benign
241.38771780809708,1863,920803,363,682,121.99190077510261,44,13,55.78454184391843,3,29,10,3,18.227858627478426,19.566175664204273,87.47017320110483,benign
62.75544526627671,1576,961929,1446,946,291.6366486839578,18,20,40.41052838186272,2,32,3,3,5.081132902543232,15.831380919648662,74.77126019973318,benign
293.25314372882747,1660,1499640,1089,974,97.88487025896724,41,9,70.50016089034803,4,43,4,1,14.3478463147787,7.423235536297301,95.81497728881524,benign
281.38417934838594,1981,5797,1276,371,269.87256861302654,8,11,72.72331266939105,2,20,1,1,26.950239980101014,19.20424167946991,17.70881068610909,benign
176.63771119598732,241,4469663,307,171,346.88787023631534,36,5,35.90339773640355,4,32,4,4,23.881629915895136,15.348014481494321,74.16540755372097,benign
155.758151999383,1475,3133478,947,961,282.9091284660158,8,7,33.48184022189344,2,6,10,4,10.752868314914425,8.303260766773391,16.38937774081293,benign
211.46470974482375,568,566394,114,920,198.69282008622443,33,7,36.70863583787282,3,18,9,1,23.08381414702427,18.235746127111064,61.85904847488099,benign
118.31933817497388,1068,3415666,439,136,93.6188664029705,28,11,45.414717381195246,3,8,2,0,15.06553205255672,10.089539080924446,87.55052827175119,benign
119.67752014086855,489,4499690,968,183,239.84673792548188,18,14,34.98838687292603,0,33,9,0,6.264708238122031,19.9892370261909,85.24248265719567,benign
292.5591017483403,1997,1983894,390,456,268.5385064528233,14,12,74.14657193063292,1,29,1,3,11.630076454303799,16.76105902922854,50.9507530605229,benign
161.5217966376391,1596,4663122,1405,775,269.00213524444825,13,9,33.0620539048505,0,42,9,0,23.6993890094766,5.8574790936122465,62.57598350130741,benign
180.68409190068326,1846,4456408,372,98,482.35050647350266,6,5,24.11127996222754,0,48,4,3,7.997165348678105,18.35430971194156,32.159381300976236,benign
202.68459684802588,1368,688726,908,713,312.65253018105113,34,10,76.08237546418563,1,47,6,1,11.640362813283845,6.963174231911847,68.09507099538845,benign
169.7338974169085,1639,609535,69,509,329.52166497189177,37,3,24.39564326597798,1,37,5,1,28.331484449842726,18.212962605296592,89.13432182360884,benign
148.68650129733214,423,3676758,1162,760,186.13271434050046,42,16,20.46938642912948,4,24,2,1,11.611648037178192,18.345690605085636,76.81750155828988,benign
97.30749834599771,677,1767889,752,248,359.3737079605987,17,16,49.31191112896259,0,10,7,2,6.10216904497625,10.003348079076321,21.7737694631532,benign
295.1515089189206,430,3707384,1179,762,242.4591135413057,1,3,24.51463160442602,5,14,9,0,25.86487549715042,13.73764349734691,23.32844070107344,benign
90.5869246277133,731,3059918,131,960,211.01415451269176,44,7,60.01600463813258,2,40,7,4,23.73694027858848,18.886457338543348,31.30635990064228,benign
99.00042410410526,1738,1486222,894,65,130.71229853819315,22,13,68.13410833622834,5,20,5,1,24.684362728386777,6.621434396044357,88.49501046154808,benign
266.0623803210676,555,1675138,992,398,187.33589030237025,15,7,21.41986608208709,1,30,6,2,26.608823550757158,19.503336560725415,35.121249344968426,benign
213.95561726583065,918,4499103,728,68,101.90378833314242,17,5,54.835384024322465,2,7,2,4,15.864093964116108,15.928175909790564,38.230958277549206,benign
205.4901247934744,1147,971107,838,961,309.4646195734698,17,1,62.527117030050235,0,38,9,5,22.985749978621136,16.129251167592148,70.35656539896996,benign
147.41315322750341,243,2770918,1326,361,348.5243643194949,8,9,50.42735024211615,5,31,6,3,22.430210354859977,13.316187165001905,27.265608369113274,benign
219.58306421106516,876,1460847,1310,622,185.4274435545044,36,0,38.23249695610123,1,32,10,4,21.36764059257679,11.974822853705213,49.79438193743267,benign
111.28833623738407,1069,1424474,1399,126,177.70388224686235,43,20,57.15564832174253,0,20,5,1,25.164072364406646,7.21030943368659,14.159234628348258,benign
296.14464546764435,1351,611927,982,464,448.76160907294167,37,6,63.10075492993932,3,36,7,1,8.689283627282455,15.314336196207792,90.33938435902299,benign
266.5057357014051,1913,895119,920,264,129.14900676793923,45,16,47.87299307445513,4,20,2,3,8.333477638925721,11.96964856247355,57.80186972700298,benign
194.14206968924816,749,3713574,1304,874,373.6732825741852,33,13,69.8341501832849,4,33,3,5,26.537372744581557,11.751046358703622,77.65991078504604,benign
261.567093082061,667,4373979,1042,681,157.6606387165848,29,2,62.812691756663384,1,22,6,2,27.32567081975792,6.2086648648650264,23.574759221177793,benign
151.92847018352114,412,1795766,181,464,233.41971634996403,35,14,44.94645404618936,1,31,7,4,28.651550839752513,5.292979351065907,89.25910054820412,benign
198.16568323441925,1076,50459,770,345,389.06380627672365,27,17,64.85094013868304,4,43,4,3,10.485540865535903,11.53753964069955,12.612233795204371,benign
140.6710904876118,1490,3392654,388,900,260.32556715453956,9,19,52.047417771950265,3,42,10,5,5.677551158507811,14.641244720140037,22.212953850750782,benign
170.8076265723628,202,2183349,826,375,145.24712789516667,21,10,65.67378247364162,3,22,7,2,25.87277287280303,12.054602543195703,77.41218349745657,benign
72.50054597838131,816,1881911,1381,110,401.5548723249027,42,1,65.25399224357157,1,17,1,4,8.80955864461976,6.893314623113094,70.25129601579195,benign
195.3526996632046,546,3901987,1482,302,395.1041442603084,11,19,56.434849633455904,5,50,2,1,29.11801932585219,6.621481244864098,12.311058294771941,benign
134.86973865472686,1487,3149302,862,772,139.24839969127189,38,20,34.57096283222793,5,24,10,0,24.9056804150053,13.488988330509738,13.69622171855225,benign
187.85885887452008,1454,3109573,191,558,341.3944643255623,1,13,69.33985508540349,0,32,6,5,27.28937537012758,11.896090214026195,23.76920341844739,benign
102.27287066065425,1168,2266615,1311,867,463.8279456062451,50,15,47.89242629807047,5,42,5,2,26.292829000483295,17.46096528335905,17.799660825010697,benign
271.59148416066523,599,3899257,1217,664,350.6848117004721,22,0,49.65839021695532,2,16,8,1,13.870624154402382,8.87528613288017,35.169263923382736,benign
203.07720190498304,1902,2318508,1188,50,282.4822632717204,13,2,34.481363022360796,3,36,9,1,22.265233486163076,14.688543496114285,54.17392015707276,benign
250.3038883517562,290,2469226,503,454,361.3042198828408,20,18,42.14122703966221,4,38,6,3,29.9157865989833,13.255827091350179,41.66294748527515,benign
168.89886308476284,727,2109926,522,163,374.57794909673134,21,3,64.57286381834624,5,16,4,1,23.465116337723767,9.147494404530338,63.062821536471176,benign
242.44989488953985,1322,2374965,255,892,137.35291014098306,15,11,30.7664926211242,0,50,9,1,11.857783169581683,19.614423966541068,59.802307011874746,benign
227.38017429844666,358,4118788,260,933,55.519431518978585,19,15,48.72285251638388,2,16,1,2,28.526589919202582,12.165937808985316,83.99040807694874,benign
156.16978614046553,251,4841404,1339,742,74.12408343163992,10,18,76.94753854148188,0,20,2,4,24.111086133154856,14.094764768644442,81.16667468590775,benign
114.16491289560831,1170,3191842,972,970,249.22445180869775,38,13,38.32281465916162,4,8,10,5,7.480839369369706,16.44105656532063,66.29635273659429,benign
123.51507006960178,266,1318490,541,217,298.3965105099916,11,0,44.5110543596016,5,43,8,2,5.815996384523107,9.321573343905339,35.4446535801059,benign
266.3056155217254,245,1959100,591,846,406.0614852702327,38,6,45.5083379662527,4,19,3,2,25.66577899125149,6.071147552837212,24.93305102986522,benign
133.82683502741583,1633,4775854,641,489,105.95914617861871,45,9,61.98402109854304,2,37,9,3,15.94397158928995,13.970549930616555,90.04806003632082,benign
236.28814158854766,1336,2101238,102,133,153.01598707482214,44,18,55.227375902587,0,48,5,4,6.005791828615404,16.34403245618836,52.34507409264702,benign
216.36227746408474,1976,2334346,421,639,246.1482441846514,32,2,48.2006236976211,3,26,6,5,7.614997114563936,7.412372789882532,47.048058080901434,benign
178.91256503144106,1456,3360236,1176,77,254.67165887077826,21,8,39.39642717655968,3,37,1,5,26.734187108016307,11.92964517473216,14.878367683905575,benign
184.4254541905749,1375,4182663,1330,492,391.99574122745764,14,8,52.9531783451199,2,33,8,0,5.721736061041581,14.450334155060908,81.93823599470235,benign
230.3478780240622,736,4621772,78,605,233.59580928045614,15,3,47.68687365072701,0,46,3,3,28.31632649835261,9.37792340392679,73.48704669332683,benign
159.71768230448473,1088,3962266,549,507,298.06928459621133,25,6,75.3120889958937,4,13,2,2,24.316878316925127,17.816185699583116,40.5887718802866,benign
249.0521773834306,647,22518,629,783,184.35013239729523,38,18,79.93413999376033,3,14,8,4,17.10853463879301,9.98659933566124,78.65854098579813,benign
150.53041301133266,759,1583530,1478,284,307.3089388932055,15,13,22.618837945838116,5,35,7,3,29.710350048484063,16.885904910498954,68.68171012605453,benign
96.50527685045355,175,1060030,1078,644,199.39761676911368,7,14,25.982701864518702,3,5,3,3,26.77332428373048,19.549351910616593,16.734542341933793,benign
247.56606990552595,642,2841057,1326,749,228.86749574859806,6,10,71.14048019395358,4,29,6,5,22.967935630574576,16.391027140015453,88.51447156586826,benign
68.61578396104478,240,1970395,1342,740,464.4180944511335,15,2,46.03828831538754,0,45,2,3,9.15911966823063,9.491991203660971,12.60525244578113,benign
137.84992002751255,214,2461947,784,423,243.80905453493003,16,16,44.72310493853452,5,16,3,1,6.974208766499865,18.062593979672823,65.77393316836738,benign
117.79915004551512,1969,4892876,343,277,257.5174610097489,17,14,35.31960248954924,0,34,5,5,18.66495344005071,6.107928504243095,95.07120714411815,benign
297.0364068524332,712,3560361,1463,296,255.57611570050392,20,6,79.96241393001075,3,11,4,3,19.298067308768474,13.622178952679675,99.34228392642078,benign
130.85538093198466,1799,3321259,612,48,304.66805763006454,44,1,74.63701722312263,5,36,5,1,20.17662495410665,10.284814337529749,67.29560902053026,benign
209.013879151273,1488,1148387,1336,139,456.5316668328355,42,1,38.535973037158165,3,7,10,2,23.308994198480956,6.352000636193284,36.55994064662397,benign
239.39540758520917,459,1685388,320,845,292.73349154298944,24,16,50.107685735890406,2,15,5,3,29.184601904170304,9.427121737587377,88.33572633925357,benign
253.01580926508254,1059,632656,338,812,484.9250942582384,44,12,78.03618483800194,4,28,2,3,5.347966377522529,13.048584624035886,50.93074249604872,benign
221.47881164970087,1476,2200169,1247,430,420.0877855520484,24,3,60.49019332251932,3,6,10,4,13.200157045434398,14.151232937876195,68.28871425754974,benign
212.49694137070537,1050,2535954,1379,458,102.5041715271745,3,1,38.261875061360314,3,12,2,1,27.181482713212556,7.0349607305950475,50.82793812000033,benign
220.91669252404108,1621,4532463,908,641,384.0210566443921,10,13,59.29531384960784,3,44,7,2,5.817907171376173,10.557949381016531,49.90447774546315,benign
288.1332407643425,1851,3043431,253,742,215.3007313237312,42,11,23.633005349996527,2,17,2,3,7.291835595438021,8.181587231349699,67.55436266767335,benign
293.0623948955967,203,2798677,548,168,404.1401449893421,14,2,69.78907023302796,4,18,10,1,25.326324528026475,8.494980185690473,79.6931720024338,benign
249.27450102662627,1320,24786,617,919,492.8126593314825,9,17,35.03925180368743,1,12,1,1,5.371508180767721,16.849769963521307,31.413844548141675,benign
137.7051508708854,456,2227064,157,169,383.77312562936726,34,3,64.73991650203973,3,33,6,4,19.841650446700676,11.780081298631284,29.93947807764565,benign
207.62564070826477,1589,4375249,667,509,339.50330789246993,2,1,79.91520530535962,3,32,2,3,22.81003287242741,11.65343494044513,90.93400886111813,benign
137.30683673911824,403,551982,308,321,330.94287242654354,38,17,62.72916778557841,3,43,9,2,16.34288543938679,14.081401873029693,18.92606155111378,benign
228.4270604510559,1846,4625935,490,480,253.1997121843767,15,13,40.33589713011051,3,30,7,5,7.377145981890772,11.40146009391437,69.8597076754278,benign
149.83224562452884,412,3979447,187,133,424.29734981368455,6,13,25.793865953947137,5,28,3,4,6.4995244492711635,19.349369357703598,60.551504341275525,benign
220.803183535751,941,2967195,1412,808,240.32158509374753,47,1,78.10391751868846,4,24,6,0,19.44796295974637,8.19108208508009,69.10626726893369,benign
113.81876858581575,321,2937969,1189,416,101.69839108863869,18,18,33.569545659670844,3,40,10,4,21.87441778233259,13.351096327556725,64.80954239977588,benign
217.8794947197332,1520,2244514,109,224,172.97167492072617,49,9,75.29225126199036,2,5,3,1,19.158027369034407,11.011765159992734,22.768718873614176,benign
211.9612830373233,162,770719,1136,260,219.28748256656988,30,10,29.44455655070532,2,25,10,4,7.123925999429482,5.7891323963828265,24.166890739643783,benign
208.28116366224734,1480,685355,607,493,347.87241176371754,32,19,46.52265120186675,2,18,9,0,13.629321387021546,6.663346583013958,71.0396103640181,benign
202.3522200941433,1179,2588209,143,265,227.86852823943303,39,1,20.461225153992974,2,18,3,2,12.23617828043594,6.799765155583237,54.764679575199416,benign
163.3572027248647,364,3190411,1140,760,153.54982223449684,36,11,24.32452979552947,5,7,7,0,16.493856258906874,6.167939178136364,38.17545676096025,benign
163.02822871220053,928,3504870,642,157,232.26453817922953,21,5,68.07932925862713,4,34,6,0,15.917794489205695,6.58794700093379,49.210887424636006,benign
156.1079559158609,261,3320931,685,803,202.78097651680875,22,5,24.58276264838127,5,12,9,4,9.847592656672509,16.643423439865032,41.59897614616244,benign
289.9736037593161,1421,1239912,533,145,115.89989822496247,13,5,56.14393911638995,5,9,3,5,17.352925625434715,16.316687378704785,78.38894346469736,benign
167.73726167881512,1992,4736300,1366,690,493.93937648113666,21,20,38.96833366943481,3,9,8,3,20.784628000635735,16.944945187271422,63.22777811479189,benign
144.46613342881838,251,2604889,995,502,66.92326050699143,24,9,24.6038600704073,0,44,10,4,14.612061914561624,13.704941111167859,95.88083290505112,benign
237.3410509154977,184,3773639,1220,707,134.70775928115128,39,15,50.08203811236966,0,33,2,2,29.559639527334934,6.264936980368457,68.15143820293471,benign
69.39411028816171,1549,3673182,949,576,285.2366158694955,11,11,42.371118926079625,2,29,7,2,21.972443013989526,5.785482763040094,66.77979169977814,benign
140.315843342385,775,793773,1192,734,223.95389212568205,17,19,72.39677972363233,2,10,10,5,8.535709514607946,10.247311813037664,97.09268569234702,benign
227.63519107485143,902,1082724,1268,765,472.10098980459236,20,17,42.600758363378006,2,13,9,0,21.150620518337195,11.351095494831556,42.56452867121061,benign
147.02344055569066,469,1797778,749,824,268.8219143927273,15,4,29.296710376664286,2,11,9,4,25.8779956658639,18.255232482388422,13.397274312180514,benign
140.8234492714276,1669,1100319,1273,425,119.4137425945047,12,19,68.54262317835807,1,33,1,3,14.107485353269226,15.79378510685975,97.26297430677624,benign
206.5429013101958,1640,3766880,529,586,157.62582376048377,31,6,42.07045749350197,4,33,8,2,24.453100931248148,12.543600372313684,47.67947440567712,benign
98.89396157900913,508,1161971,562,93,338.5305662920012,24,17,76.05761323984999,5,38,2,2,7.0968781342947524,7.404685013680678,50.43872983364432,benign
183.20465710285063,1801,3670785,237,972,149.91710310814128,29,11,75.8283156275765,3,8,7,4,14.349037191975501,10.792491770668924,17.344489348993747,benign
113.88930206570782,752,832169,1381,383,406.12128686697923,9,1,37.21276383879609,3,49,3,5,16.72775317888734,14.230223857453225,91.52717401929438,benign
64.56093237863288,541,1255261,1173,784,323.99604460222406,28,3,66.5703579581238,1,24,2,0,10.960987586495566,14.584275982592155,66.05295115068722,benign
75.07371624265532,1813,4193871,1272,588,57.395908492652495,33,18,34.5162880652596,1,23,7,0,20.370239569398766,8.608463582098153,47.49108356876858,benign
219.4491124180822,275,4392306,788,109,479.03165509348173,35,16,67.18474015071905,4,40,1,3,26.83328596318794,5.6530163775016495,44.81931893746218,benign
149.5925729041998,1630,137249,781,847,80.40180098385451,16,20,26.21983204998137,4,26,3,0,13.807476152854738,10.078208872695512,67.85160545824483,benign
259.2920776232646,1502,3898539,1474,530,334.281131491252,9,2,62.96270345577168,3,7,5,1,6.095156891478077,7.992047505727825,13.77153477373438,benign
284.00903518809537,1155,3341545,1162,524,163.99119434117785,49,20,31.466205844034654,2,8,6,2,8.111875206109584,10.520287614720095,90.05378653110533,benign
238.3938493247091,1932,3244411,744,231,273.29145194166017,32,11,75.45862799761781,4,22,2,5,15.612491532960346,11.459107280051704,99.55883483596679,benign
103.30955662514161,701,2695516,260,121,197.56395740370192,19,9,46.75494578597916,5,32,3,5,16.09770952752735,11.706944895053859,75.41329561399925,benign
278.7857354031073,1359,3649545,612,694,491.0122756374256,4,2,60.271033333620075,3,28,9,5,21.985265195367248,19.291840944194117,22.850152152629477,benign
205.81749679700528,1700,3676660,121,169,80.25501337794896,50,20,41.97970838642891,3,41,1,4,8.835954084817702,11.748838530721908,43.386805679509074,benign
166.5454294021448,257,4815404,331,582,215.12747689422454,21,20,36.72138597798868,0,6,3,3,17.9436318552098,18.7031375871978,20.598489594160768,benign
245.99147604755717,1541,3744610,489,666,178.5095949641711,32,6,27.358245314238253,0,33,3,5,16.127779818561375,6.316861116570966,71.37363342255735,benign
262.92509255392787,754,2915414,182,603,293.97711255150307,20,5,62.70854624043276,5,45,3,2,17.71889362935752,6.820436826176853,28.088233405991716,benign
93.33044928920778,1718,4145156,103,409,299.30964676681776,24,14,68.21970357731519,4,13,10,0,6.643702631684151,10.972399711563629,74.52402386589549,benign
174.87962637966092,941,3435577,1227,115,106.3970520166373,21,20,24.44990118591837,3,48,9,2,8.208365268625347,17.435805922030983,59.617309924821946,benign
201.06863769643866,1672,1083406,936,554,459.8205219260993,4,3,51.086127975440974,2,15,3,2,28.368445915976935,8.382054270732,95.27348231286827,benign
184.53547041700944,681,662524,563,241,335.77569112448566,36,8,27.51021770761416,2,44,9,0,17.56432861853157,7.529538526215602,94.74462890817362,benign
